10, 5, black, 1
10, 6, white, 2
10, 7, black, 3
11, 7, white, 4
10, 8, black, 5
11, 8, white, 6
10, 9, black, 7
11, 9, white, 8
10, 10, black, 9
11, 10, white, 10
10, 11, black, 11
